doi,author,title,year,abstract,journal
10.1023/A:1025887707652,Daniel Büring,"On D-Trees, Beans, And B-Accents",2003,"This paper presents a comprehensive pragmatic theory ofcontrastive topic and its relation to focus in English.In discussing various constructions involving contrastive topics,it argues that they make reference to complex, hierarchicalaspects of discourse structure. In this, it follows and spellsout a proposal sketched in Roberts (1996, p. 121ff),using the formal tools found in Büring (1994,1997b). It improves on existing accounts in the accuracy with which it predicts the non-occurrence of the accent patterns associated with focus and contrastive topic, and locates the analysis of contrastive topicswithin a broader picture of discourse and information structure.",LINGUISTICS AND PHILOSOPHY
10.1023/A:1025853728992,Kris De Jaegher,A Game-Theoretic Rationale for Vagueness,2003,,LINGUISTICS AND PHILOSOPHY
10.1007/s10988-010-9069-y,Anders J. Schoubye,"Descriptions, truth value intuitions, and questions",2009,"Since the famous debate between Russell (Mind 14: 479–493, 1905, Mind 66: 385–389, 1957) and Strawson (Mind 59: 320–344, 1950; Introduction to logical theory, 1952; Theoria, 30: 96–118, 1964) linguistic intuitions about truth values have been considered notoriously unreliable as a guide to the semantics of definite descriptions. As a result, most existing semantic analyses of definites leave a large number of intuitions unexplained. In this paper, I explore the nature of the relationship between truth value intuitions and non-referring definites. Inspired by comments in Strawson (Introduction to logical theory, 1964), I argue that given certain systematic considerations, one can provide a structured explanation of conflicting intuitions. I show that the intuitions of falsity, which proponents of a Russellian analysis often appeal to, result from evaluating sentences in relation to specific questions in context. This is shown by developing a method for predicting when sentences containing non-referring definites elicit intuitions of falsity. My proposed analysis draws importantly on Roberts (in: Yoon &amp; Kathol (eds.) OSU working papers in Linguistics: vol. 49: Papers in Semantics 1998; in: Horn &amp; Ward (eds.) Handbook of pragmatics, 2004) and recent research in the semantics and pragmatics of focus.",LINGUISTICS AND PHILOSOPHY
10.1007/s10988-010-9067-0,Ofra Magidor,Category mistakes are meaningful,2009,"Category mistakes are sentences such as ‘Colourless green ideas sleep furiously’ or ‘The theory of relativity is eating breakfast’. Such sentences are highly anomalous, and this has led a large number of linguists and philosophers to conclude that they are meaningless (call this ‘the meaninglessness view’). In this paper I argue that the meaninglessness view is incorrect and category mistakes are meaningful. I provide four arguments against the meaninglessness view: in Sect. 2, an argument concerning compositionality with respect to category mistakes; in Sect. 3 an argument concerning synonymy facts of category mistakes; in Sect. 4 concerning embeddings of category mistakes in propositional attitude ascriptions; and in Sect. 5 concerning the uses of category mistakes in metaphors. Having presented these arguments, in Sect. 6 I briefly discuss some of the positive motivations for accepting the meaninglessness view and argue that they are unconvincing. I conclude that the meaninglessness view ought to be rejected.",LINGUISTICS AND PHILOSOPHY
10.1007/s10988-010-9070-5,Jesse A. Harris; Christopher Potts,Perspective-shifting with appositives and expressives,2009,"Much earlier work claims that appositives and expressives are invariably speaker-oriented. These claims have recently been challenged, most extensively by Amaral et&nbsp;al. (Linguist and Philos 30(6): 707–749, 2007). We are convinced by this new evidence. The questions we address are (i) how widespread are non-speaker-oriented readings of appositives and expressives, and (ii) what are the underlying linguistic factors that make such readings available? We present two experiments and novel corpus work that bear directly on this issue. We find that non-speaker-oriented readings, while rare in actual language use, are systematic. We also find that non-speaker-oriented readings occur even outside of attitude predications, which leads us to favor an account based in pragmatically-mediated perspective shifting over one that relies on semantic binding by attitude predicates.",LINGUISTICS AND PHILOSOPHY
10.1007/s10988-017-9210-2,Dylan Bumford,Split-scope definites: Relative superlatives and Haddock descriptions,2017,"This paper argues for a particular semantic decomposition of morphological definiteness. I propose that the meaning of ‘the’ comprises two distinct compositional operations. The first builds a set of witnesses that satisfy the restricting noun phrase. The second tests this set for uniqueness. The motivation for decomposing the denotation of the definite determiner in this way comes from split-scope intervention effects. The two components—the selection of witnesses on the one hand and the counting of witnesses on the other—may take effect at different points in the composition of a constituent, and this has non-trivial semantic consequences when other operators inside the DP take action in between them. In particular, I analyze well-known examples of mutually recursive definite descriptions like ‘the rabbit in the hat’ (when there are two rabbits and two hats but only one rabbit in a hat and only one hat with a rabbit in it) as examples of definites whose referent-introducing and referent-testing components are interleaved rather than nested. I further demonstrate that this picture leads to a new theory of relative superlative descriptions like ‘the kid who climbed the highest tree’ (when there is no highest tree per se, only a highest tree-climbing kid), which explains the previously mysterious role of the definite determiner in licensing such readings.",LINGUISTICS AND PHILOSOPHY
10.1007/s10988-017-9212-0,Geoff Georgi,On being called something,2017,"Building on recent work by Delia Graff Fara and Ora Matushansky on appellative constructions like ‘Mirka called Roger handsome’, I argue that if Millianism about proper names is true, then the quantifier ‘something’ in ‘Mirka called Roger something’ is best understood as a kind of substitutional quantifier. Any adequate semantics for such quantifiers must explain both the logical behavior of ‘Mirka called Roger something’ and the acceptability of ‘so’-anaphora in ‘Mirka called Roger something, and everyone so called is handsome’. Millianism about proper names is inconsistent with such quantifiers being standard non-substitutional second-order quantifiers. But this is not the only option for Millianism: I provide two different propositional semantics for substitutional quantification, each of which is adequate in the sense above, given Millianism. One of these is based on Tobias Rosefeldt’s work on non-nominal quantification, and I identify in what way Rosefeldt’s semantics is substitutional.",LINGUISTICS AND PHILOSOPHY
10.1007/s10988-017-9209-8,Cory Nichols,Strict conditional accounts of counterfactuals,2017,"von Fintel (Curr Stud Linguist Ser 36:123–152, 2001) and Gillies (Linguist Philos 30(3): 329–360, 2007) have proposed a dynamic strict conditional account of counterfactuals as an alternative to the standard variably strict account due to Stalnaker (Studies in logical theory, Blackwell, London, 1968) and Lewis (Counterfactuals, Blackwell, London, 1973). Von Fintel’s view is motivated largely by so-called reverse Sobel sequences, about which the standard view seems to make the wrong predictions. (The other major motivation is data surrounding so-called negative polarity items, which I do not discuss here.) More recently Moss (Noûs 46(3):561–586, 2012) has offered a pragmatic/epistemic explanation that purports to explain the data without requiring abandonment of the standard view. So far the small amount of subsequent literature has focused primarily on the original class of cases motivating the strict conditional view. What is needed in the debate is an examination of the predictions of the dynamic strict conditional account for a broader range of data. I undertake this task here, presenting a slew of cases that are problematic for the strict conditional view but not for Moss’s view, and considering some possible responses. Ultimately I take my contribution to constitute a significant blow to the dynamic strict conditional view, though not a decisive verdict against it.",LINGUISTICS AND PHILOSOPHY
10.1007/s10988-015-9174-z,Emar Maier,Parasitic attitudes,2015,"Karttunen observes that a presupposition triggered inside an attitude ascription, can be filtered out by a seemingly inaccessible antecedent under the scope of a preceding belief ascription. This poses a major challenge for presupposition theory and the semantics of attitude ascriptions. I solve the problem by enriching the semantics of attitude ascriptions with some independently argued assumptions on the structure and interpretation of mental states. In particular, I propose a DRT-based representation of mental states with a global belief-layer and a variety of labeled attitude compartments embedded within it. Hence, desires and other non-doxastic attitudes are asymmetrically dependent on beliefs. I integrate these mental state representations into a general semantic account of attitude ascriptions which relies on the parasitic nature of non-doxastic attitudes to solve Karttunen’s puzzle.",LINGUISTICS AND PHILOSOPHY
10.1007/s10988-015-9167-y,Edgar Onea,Why indefinites can escape scope islands,2015,"One of the big questions about indefinites is why they can escape scope islands (Fodor and Sag, in Linguist Philos 5:355–398, 1982). In the recent approach of Brasoveanu and Farkas (Linguist Philos 34(1):1–55, 2011) scopal relations with syntactically dominating quantifiers are hard wired into the semantic definition of the existential quantifier, which immediately explains why the semantic scope of indefinites may exceed their syntactic scope. In this paper, I argue for the revival of an alternative approach which places the explanatory burden on the idea that indefinites are essentially referential expressions, similar to definites, and not plain existential quantifiers. I propose one fully explicit variant of such theories and argue that it comes with a number of conceptual and empirical advantages over competing theories.",LINGUISTICS AND PHILOSOPHY
10.1007/s10988-015-9169-9,Francesco Pupa,"Impossible interpretations, impossible demands",2015,"While there has been much ado about the innumerable ways a speaker can alter the reach of her quantifier phrases, little fuss has been made over the fact that some forms of alteration are, as it were, impossible to pull off. These impossible interpretations cast a shadow over both syntactic and free enrichment approaches to the phenomenon of quantifier domain restriction. Indeed, I argue that these impossible interpretations help to undermine the presupposition that domain restriction is amenable to a uniform theoretical account.",LINGUISTICS AND PHILOSOPHY
10.1007/s10988-018-9230-6,Bernhard Nickel,Ways of normality: reply to Hoeltje,2018,"Hoeltje (Linguist Philos 40(2):101–118, 2017) raises a number of important issues about my theory of generics. In this brief reply, I address some of these challenges.",LINGUISTICS AND PHILOSOPHY
10.1007/s10988-017-9211-1,Nate Charlow,Decision-theoretic relativity in deontic modality,2018,"This paper explores the idea that a semantics for ‘ought’ should be neutral between different ways of deciding what an agent ought to do in a situation (e.g. different decision theories). While the idea is, I argue, well-motivated, taking it seriously leads to surprising, even paradoxical, problems for theorizing about the meaning of ‘ought’. This paper describes and defends one strategy—a form of Expressivism for the modal ‘ought’—for navigating these problems.",LINGUISTICS AND PHILOSOPHY
10.1007/s10988-017-9225-8,Philippe Schlenker,Gesture projection and cosuppositions,2018,"In dynamic theories of presupposition, a trigger pp′ (e.g. it stopped raining) with presupposition p (it rained) and at-issue component p′ (it doesn’t now rain) comes with a requirement that p should be entailed by the local context of pp′. We argue that some co-speech gestures should be analyzed within a presuppositional framework, but with a twist: an expression p co-occurring with a co-speech gesture G with content g comes with the requirement that the local context of p should guarantee that p entails g; we call such assertion-dependent presuppositions ‘cosuppositions’. We show that this analysis can be combined with earlier theories of local contexts to account for complex patterns of gesture projection in quantified and in attitudinal contexts, and we compare our account to two potential alternatives: one based on supervaluations, and one, due to Cornelia Ebert, that treats co-speech gestures as supplements. We argue that the latter is correct, but for ‘post-speech’ gestures (=&nbsp;gestures that come after the expressions they modify), rather than for co-speech gestures.",LINGUISTICS AND PHILOSOPHY
10.1007/s10988-008-9032-3,David Braun,Complex demonstratives and their singular contents,2008,"This paper presents a semantic and pragmatic theory of complex demonstratives. According to this theory, the semantic content of a complex demonstrative, in a context, is simply an object, and the semantic content of a sentence that contains a complex demonstrative, in a context, is a singular proposition. This theory is defended from various objections to direct reference theories of complex demonstratives, including King's objection from quantification into complex demonstratives.",LINGUISTICS AND PHILOSOPHY
10.1007/s10988-008-9034-1,Paul Dekker,A multi-dimensional treatment of quantification in extraordinary English,2008,"In this paper I revive two important formal approaches to the interpretation of natural language, that of Montague and that of Karttunen and Peters. Armed with insights from dynamic semantics (Heim, Krifka) the two turn out to stand up against age-old criticisms in an orthodox fashion. The plan is mainly methodological, as I only want to illustrate the technical feasibility of the revived proposals. Even so, there are illuminating and welcome empirical consequences on the subject of scope islands (as discussed by Abusch and Kratzer, among many others), as well as unintended theoretical implications in the contextualist debate (Grice, Recanati, Simons, Stanley, and many others again).",LINGUISTICS AND PHILOSOPHY
10.1007/s10988-008-9028-z,Alan Clinton Bale,A universal scale of comparison,2008,"Comparative constructions form two classes, those that permit direct comparisons (comparisons of measurements as in Seymour is taller than he is wide) and those that only allow indirect comparisons (comparisons of relative positions on separate scales as in Esme is more beautiful than Einstein is intelligent). In contrast with other semantic theories, this paper proposes that the interpretation of the comparative morpheme remains the same whether it appears in sentences that compare individuals directly or indirectly. To develop a unified account, I suggest that all comparisons (whether in terms of height, intelligence or beauty) involve a scale of universal degrees that are isomorphic to the rational (fractional) numbers between 0 and 1. Crucial to a unified treatment, the connection between the individuals being compared and universal degrees involves two steps. First individuals are mapped to a value on a primary scale that ranks individuals with respect to the gradable property (whether it be height, beauty or intelligence). Second, the value on the primary scale is mapped to a universal degree that encodes the value’s relative position on the primary scale. Direct comparison results if measurements such as seven feet participate in the primary scale (as in Seven feet is tall). Otherwise the result is an indirect comparison.",LINGUISTICS AND PHILOSOPHY
10.1023/B:LING.0000033850.15705.94,Maribel Romero; Chung-Hye Han,On Negative Yes/No Questions,2004,"Preposed negation yes/no (yn)-questions like Doesn't Johndrink? necessarily carry the implicature that the speaker thinks Johndrinks, whereas non-preposed negation yn-questions like DoesJohn not drink? do not necessarily trigger this implicature. Furthermore,preposed negation yn-questions have a reading “double-checking” pand a reading “double-checking” ≠ p, as in Isn't Jane comingtoo? and in Isn't Jane coming either? respectively. We present otheryn-questions that raise parallel implicatures and argue that, in allthe cases, the presence of an epistemic conversational operator VERUMderives the existence and content of the implicature as well as thep/≠ p-ambiguity.",LINGUISTICS AND PHILOSOPHY
10.1023/B:LING.0000033856.09799.c5,Toshiyuki Ogihara,Adjectival Relatives,2004,"This article discusses what may be referred to as ``adjectival relatives''in Japanese and related constructions in other languages (such asadjectival passives in English). The most intriguing characteristicof this construction is that the verb contained in it occurs in the pasttense form, but its primary role is to describe a state that obtains atthe local evaluation time, rather than the past event that producedthis state. In fact, in some cases, the putative event that presumablyproduced the target state is non-existent, and the entire constructionreceives a purely stative interpretation. In other words, it is possiblefor an adjectival relative to describe a target state without having itstriggering event. The proposal I put forth in the article states that whatI refer to as an adjectival relative does not have a clausal structure.It rather has a verbal projection (technically a Tense Phrase, or TP). Mod(the modifier head) then combined with TP to yield a MP (modifierphrase), which denotes a property of states that appear to have resultedfrom an event the verb describes. In order to reach this conclusion, I adopttwo additional ideas: (i) Kratzer's (1996) idea that the so-called externalargument of a verb is not really its argument at all; (ii) direct causationdoes not have to be overtly represented in natural language syntax (Bittner1999). Having incorporated these two ideas, the proposal explains therelation between the state that the adjectival relative describes and theputative event as a modal one, thereby accounting for the non-existenceof putative past events in some examples.",LINGUISTICS AND PHILOSOPHY
10.1023/B:LING.0000033851.25870.3e,Ariel Cohen,Generics and Mental Representations,2004,"It is widely agreed that generics tolerate exceptions. It turns out, however, thatexceptions are tolerated only so long as they do not violate homogeneity:when the exceptions are not concentrated in a salient “chunk” of the domain ofthe generic. The criterion for salience of a chunk is cognitive: it is dependent onthe way in which the domain is mentally represented. Findings of psychologicalexperiments about the ways in which different domains are represented, and thefactors affecting such representations, account for judgments of generic sentences,facts which cannot be explained by linguistics alone.The reason for the homogeneity requirement itself is, in turn, also dependenton cognitive considerations. Generics express default rules, and psychologicalfindings have shown that, the more homogeneous the domain, the easier it isfor subjects to infer rules about it. Thus, cognitive results form a crucial part of a comprehensive account of the meaningof a linguistic expression.",LINGUISTICS AND PHILOSOPHY
10.1007/BF00627681,Paul Kay,The inheritance of presuppositions,1992,,LINGUISTICS AND PHILOSOPHY
10.1007/BF00627683,Friederike Moltmann,Reciprocals andsame/different: Towards a semantic analysis,1992,,LINGUISTICS AND PHILOSOPHY
10.1007/BF00627682,Peter Lasersohn,Generalized conjunction and temporal modification,1992,,LINGUISTICS AND PHILOSOPHY
10.1007/BF00630917,Stuart M. Shieber,Evidence against the context-freeness of natural language,1985,,LINGUISTICS AND PHILOSOPHY
10.1007/BF00630920,Mark Steedman,LFG and psychological explanation,1985,,LINGUISTICS AND PHILOSOPHY
10.1007/BF00630918,Christopher Culy,The complexity of the vocabulary of Bambara,1985,,LINGUISTICS AND PHILOSOPHY
10.1007/BF00630916,David R. Dowty,On recent analyses of the semantics of control,1985,,LINGUISTICS AND PHILOSOPHY
10.1007/BF00630919,Charles B. Cross,Jonathan Bennett on ‘even if’,1985,,LINGUISTICS AND PHILOSOPHY
10.1007/BF00351935,Lauri Karttunen,Syntax and semantics of questions,1977,,LINGUISTICS AND PHILOSOPHY
10.1007/BF00351937,Charles Grady Morgan; Francis Jeffry Pelletier,Some notes concerning fuzzy logics,1977,"Fuzzy logics are systems of logic with infinitely many truth values. Such logics have been claimed to have an extremely wide range of applications in linguistics, computer technology, psychology, etc. In this note, we canvass the known results concerning infinitely many valued logics; make some suggestions for alterations of the known systems in order to accommodate what modern devotees of fuzzy logic claim to desire; and we prove some theorems to the effect that there can be no fuzzy logic which will do what its advocates want. Finally, we suggest ways to accommodate these desires in finitely many valued logics.",LINGUISTICS AND PHILOSOPHY
10.1007/BF00351934,,Editorial statement,1977,,LINGUISTICS AND PHILOSOPHY
10.1007/BF00351936,David R. Dowty,Toward a semantic analysis of verb aspect and the English ‘imperfective’ progressive,1977,,LINGUISTICS AND PHILOSOPHY
10.1007/BF00351939,Theo Janssen; Gerard Kok; Lambert Meertens,On restrictions on transformational grammars reducing the generative power,1977,"Various restrictions on transformational grammars have been investigated in order to reduce their generative power from recursively enumerable languages to recursive languages. It will be shown that any restriction on transformational grammars defining a recursively enumerable subset of the set of all transformational grammars, is either too weak (in the sense that there does not exist a general decision procedure for all languages generated under such a restriction) or too strong (in the sense that there exists a recursive language that cannot be generated by any transformational grammar thus restricted). In addition, some related problems will be discussed.",LINGUISTICS AND PHILOSOPHY
10.1007/BF00351938,Asher Seidel,The picture theory of meaning,1977,"The general features of a picture theory of meaning (PTM) are stated. The PTM is then applied to a particular ontological perspective, and suggestions are made for generalizing the PTM to most ontological perspectives. Several ways around the classic problem for the PTM-that the language used to describe a situation must have at least one more component than the situation described-are offered.",LINGUISTICS AND PHILOSOPHY
10.1007/BF00351940,Laurie Bauer; Winifred Boagey,The grammar of case: towards a localistic theory,1977,,LINGUISTICS AND PHILOSOPHY
10.1007/BF00627400,William G. Lycan,Even and even if,1991,,LINGUISTICS AND PHILOSOPHY
10.1007/BF00627402,Peter Ludlow; Stephen Neale,Indefinite descriptions: In defense of russell,1991,,LINGUISTICS AND PHILOSOPHY
10.1007/BF00627403,Aarne Ranta,Intuitionistic categorial grammar,1991,,LINGUISTICS AND PHILOSOPHY
10.1007/BF00627401,Peter Sells,Disjoint reference into NP,1991,,LINGUISTICS AND PHILOSOPHY
10.1007/s10988-019-09279-2,Michael Deigan,A plea for inexact truthmaking,2020,"Kit Fine (2017) distinguishes between inexact and exact truthmaking. He argues that the former can be defined from the latter, but not vice versa, and so concludes that truthmaker semanticists should treat the exact variety of truthmaking as primitive. I argue that this gets things backwards. We can define exact truthmaking in terms of inexact truthmaking and we can’t define inexact truthmaking in terms of exact truthmaking. I conclude that it’s inexact truthmaking, rather than exact truthmaking, that truthmaker semanticists should treat as the primitive semantic relation.",LINGUISTICS AND PHILOSOPHY
10.1007/s10988-019-09276-5,Matthew Mandelkern; Jérémy Zehr; Jacopo Romoli; Florian Schwarz,We’ve discovered that projection across conjunction is asymmetric (and it is!),2020,"Is the mechanism behind presupposition projection and filtering fundamentally asymmetric or symmetric? This is a foundational question for the theory of presupposition which has been at the centre of attention in recent literature (Schlenker in Theor Linguist 38(3):287–316, 2008b. https://doi.org/10.1515/THLI.2008.021 , Semant Pragmat 2(3):1–78, 2009. https://doi.org/10.3765/sp.2.3 ; Rothschild in Semant Pragmat 4(3):1–43, 2011/2015. https://doi.org/10.3765/sp.4.3 a.o.). It also bears on broader issues concerning the source of asymmetries observed in natural language: are these simply rooted in superficial asymmetries of language use (language use happens in time, which we experience as fundamentally asymmetric); or are they, at least in part, directly encoded in linguistic knowledge and representations? In this paper we aim to make progress on these questions by exploring presupposition projection across conjunction, which has traditionally been taken as a central piece of evidence that presupposition filtering is asymmetric in general. As a number of authors have recently pointed out, however, the evidence which has typically been used to support this conclusion is muddied by independent issues concerning redundancy; additional concerns have to do with the possibility of local accommodation. We report on a series of experiments, building on previous work by Chemla and Schlenker (Nat Lang Semant 20(2):177–226, 2012. https://doi.org/10.1007/s11050-012-9080-7 ) and Schwarz (in: Schwarz (ed) Experimental perspectives on presuppositions, Springer, Cham, 2015), using inference and acceptability tasks, which aim to control for both of these potential confounds. In our results, we find strong evidence for left-to-right filtering across conjunctions, but no evidence for right-to-left filtering—even when right-to-left filtering would, if available, rescue an otherwise unacceptable sentence. These results suggest that presupposition filtering across conjunction is asymmetric, contra suggestions in the recent literature (Schlenker in Theor Linguist 34(3):157–212, 2008a. https://doi.org/10.1515/THLI.2008.013 , 2009 a.o.), and pave the way for the investigation of further questions about the nature of this asymmetry and presupposition projection more generally. Our results also have broader implications for the study of presupposition: we find important differences in the verdicts of acceptability versus inference tasks in testing for projected content, which has both methodological ramifications for the question of how to distinguish presupposed content, and theoretical repercussions for understanding the nature of projection and presuppositions more generally.",LINGUISTICS AND PHILOSOPHY
10.1007/s10988-019-09274-7,Pritty Patel-Grosz,Pronominal typology and the de se/de re distinction,2020,"This paper investigates how regular pronominal typology interfaces with de se and de re interpretations, and highlights a correlation between strong pronouns (descriptively speaking) and de re interpretations, and weak pronouns and de se interpretations. In order to illustrate this correlation, I contrast different pronominal forms within a single language, null versus overt pronouns in Kutchi Gujarati, and clitic versus full pronouns in Austrian Bavarian. I argue that the data presented here provide cross-linguistic comparative support for the idea of a dedicated de se LF as argued for by Percus and Sauerland.",LINGUISTICS AND PHILOSOPHY
10.1007/BF00868088,Elisabet Engdahl,Parasitic gaps,1983,,LINGUISTICS AND PHILOSOPHY
10.1007/BF00868087,Ewan Klein,Preface,1983,,LINGUISTICS AND PHILOSOPHY
10.1007/BF00868090,Tanya Reinhart,Coreference and bound anaphora: A restatement of the anaphora questions,1983,,LINGUISTICS AND PHILOSOPHY
10.1007/BF00868092,Takao Gunji,Generalized phrase structure grammar and japanese reflexivization,1983,,LINGUISTICS AND PHILOSOPHY
10.1007/BF00868089,Ivan A. Sag,On parasitic gaps,1983,,LINGUISTICS AND PHILOSOPHY
10.1007/BF00868094,,Announcement,1983,,LINGUISTICS AND PHILOSOPHY
10.1007/BF00868086,,Editorial note,1983,,LINGUISTICS AND PHILOSOPHY
10.1007/BF00868093,,Index of names volume 5,1983,,LINGUISTICS AND PHILOSOPHY
10.1007/BF00351051,,Editorial announcement,1982,,LINGUISTICS AND PHILOSOPHY
10.1007/BF00351057,,Call for papers,1982,,LINGUISTICS AND PHILOSOPHY
10.1007/BF00351054,Ernest Lepore,In defense of Davidson,1982,,LINGUISTICS AND PHILOSOPHY
10.1007/BF00351053,Philip L. Peterson,"Anaphoric reference to facts, propositions, and events",1982,"Factive predicates (like ‘-matters’, ‘discover-’, ‘realizes-’) take NPs that refer to facts, propositional predicates (like ‘-seems’, ‘believes-’, ‘-likely’) take NPs that refer to propositions, and eventive predicates (like ‘-occurs’, ‘-take place’, ‘-causes-’) take NPs that refer to events (broadly speaking, including states, processes, conditions, ect.). Logically speaking at least two out of the three categories (facts, propositions, and events) can be eliminated. So, if all three kinds of referents turn out to be required for natural language semantics, their postulation is empirically significant since a priori logical considerations do not require all of them. Pronominalization evidence inter alia raises questions about the distinctness of facts, events, and propositions. Two proposals for resolving the pronominalization dilemmas are, first, that abstract elements exist which contain the genuine antecedents for the pronouns (co-reference remaining both syntactic and semantic) and second, that syntactic co-reference is simply distinct from semantic co-reference. The first proposal hardly works at all, since it requires the postulation of many abstract elements and associated unmotivated deletion (or insertion) rules. The second proposal works for all the examples considered. Prior to discussing the two proposals, I show how any two of the three categories can be logically eliminated, a demonstration which also produces some hypothetical abstract elements of use in discussing both proposals. I conclude with some brief remarks on reference versus coreference.",LINGUISTICS AND PHILOSOPHY
10.1007/BF00351052,Joroen Groenendijk; Martin Stokhof,Semantic analysis of wh-complements,1982,,LINGUISTICS AND PHILOSOPHY
10.1007/BF00351055,Stephen P. Stich,"A philosophical inquiry into ambiguity, vagueness and metaphor in language",1982,,LINGUISTICS AND PHILOSOPHY
10.1007/BF00351056,,Announcements,1982,,LINGUISTICS AND PHILOSOPHY
10.1007/s10988-011-9082-9,Andrew Koontz-Garboden,The lexical semantics of derived statives,2010,"This paper investigates the semantics of derived statives, deverbal adjectives that fail to entail there to have been a preceding (temporal) event of the kind named by the verb they are derived from, e.g. darkened in a darkened portion of skin. Building on Gawron’s (The lexical semantics of extent verbs, San Diego State University, ms, 2009) recent observations regarding the semantics of extent uses of change of state verbs (e.g., Kim’s skin darkens between the knee and the calf) and Kennedy and Levin’s (Measure of change: The adjectival core of degree achievements, Oxford University Press, Oxford, 2008) theory of change, it is shown, contrary to previous analyses, that a fully compositional semantic analysis is possible, and thus that there is no argument from derived statives for word formation differing from semantic composition above the word level in requiring deletion operations, as in Dubinsky and Simango’s (Passive and stative in Chichewa, Language 72:749–781, 1996) analysis. Further, such an analysis, by contrast with previous ones, both compositional (Jackson in Resultatives, derived statives, and lexical semantic structure, Doctoral dissertation, UCLA, 2005b; Condoravdi and Deo in Proceedings of the 18th International Congress of Linguists (CIL 18), Seoul, 2008) and non-compositional (Dubinsky and Simango 1996), correctly predicts, as shown by a range of arguments, that the meaning of the derived stative contains the meaning of the verb it is derived from and that it therefore contrasts fundamentally with morphologically simple adjectives in the kind of meaning that it has.",LINGUISTICS AND PHILOSOPHY
10.1007/s10988-011-9080-y,Michael McKinsey,Understanding proper names,2010,"There is a fairly general consensus that names are Millian (or Russellian) genuine terms, that is, are singular terms whose sole semantic function is to introduce a referent into the propositions expressed by sentences containing the term. This answers the question as to what sort of proposition is expressed by use of sentences containing names. But there is a second serious semantic problem about proper names, that of how the referents of proper names are determined. This is the question that I will discuss in this paper. Various views consistent with Millianism have been proposed as to how the semantic referents of proper names are determined. These views can be classified into (1) description theories and (2) causal theories, but they can also be classified into (3) social practice theories, on which a name’s referent is determined by a social practice involving the referent, and (4) individualistic theories, on which the referent of the use of a name is determined by the speaker’s state of mind. Here I argue against social practice theories of the sorts proposed by Kripke and Evans and in favor of an individualistic approach to name reference. I argue that social practice is irrelevant to determining name reference and that, as a consequence, names have no meanings in natural languages. In the second part of the paper I motivate and propose a new form of individualistic theory which incorporates features of both description theories and Evans’s social practice theory.",LINGUISTICS AND PHILOSOPHY
10.1007/s10988-011-9081-x,Ezra Keshet,Split intensionality: a new scope theory of de re and de dicto,2010,"The traditional scope theory of intensionality (STI) (see Russell 1905; Montague 1973; Ladusaw 1977; Ogihara 1992, 1996; Stowell 1993) is simple, elegant, and, for the most part, empirically adequate. However, a few quite troubling counterexamples to this theory have lead researchers to propose alternatives, such as positing null situation pronouns (Percus 2000) or actuality operators (Kamp 1971; Cresswell 1990) in the syntax of natural language. These innovative theories do correct the undergeneration of the original scope theory, but at a cost: the situation pronoun and operator theories overgenerate, as argued extensively by Percus (2000) and Keshet (2008). This paper presents new data that supports the STI over other analyses, such as structures where DPs lose their de re readings in positions where syntactic movement is blocked. These data point the way to a new theory of intensionality. This new theory, called split intensionality, is a modification of the STI which aims to solve the problems raised for the original scope theory without overgenerating. The proposal calls for an additional intensional abstraction operator that creates an expression denoting an intension from an expression denoting an extension. When a DP moves to a position above this operator, it is interpreted de re; otherwise it is de dicto. The crucial part of the new proposal is that a DP may move above this operator and yet remain, for instance, below an intentional verb or inside an if-clause. Therefore, a DP within an island for syntactic movement may be de re and yet not move out of the island when the intensional abstraction operator is also within the island.",LINGUISTICS AND PHILOSOPHY
10.1007/s10988-015-9165-0,Alexis Wellwood,On the semantics of comparison across categories,2015,"This paper explores the hypothesis that all comparative sentences— nominal, verbal, and adjectival—contain instances of a single morpheme that compositionally introduces degrees. This morpheme, sometimes pronounced much, semantically contributes a structure-preserving map from entities, events, or states, to their measures along various dimensions. A major goal of the paper is to argue that the differences in dimensionality observed across domains are a consequence of what is measured, as opposed to which expression introduces the measurement. The resulting theory has a number of interesting properties. It characterizes the notion of ‘measurement’ uniformly across comparative constructions, in terms of non-trivial structure preservation. It unifies the distinctions between mass/count nouns and atelic/telic verb phrases with that between gradable and non-gradable adjectives. Finally, it affords a uniform characterization of semantically anomalous comparisons across categories.",LINGUISTICS AND PHILOSOPHY
