doi,author,title,year,abstract,journal
10.1353/cjl.2016.0025,Anne-José Villeneuve; Philip Comeau,Breaking down temporal distance in a Continental French variety: Future temporal reference in Vimeu,2016,"This article examines future temporal reference (FTR) in the French spoken in Vimeu, a rural area of France where French evolved alongside Picard, a Gallo-Romance regional language. Unlike most French varieties, which favour periphrasis, Vimeu Picard favours the inflected form. By comparing French data from Picard–French bilinguals and French monolinguals, we assess the potential effect of Picard contact on Vimeu French. We hypothesized that bilinguals may favour the inflected form more than monolinguals, a hypothesis that was not verified. Instead, education is the best social predictor: speakers with a baccalauréat or higher disfavour the periphrastic future. Regarding linguistic constraints, we expected sentential polarity to constrain FTR (negation favours the inflected form), as in many varieties. Surprisingly, only temporal distance constrains FTR in our data: proximate events favour periphrasis, and do so even more strongly with events to occur within the minute. These results suggest that Vimeu French marks imminence through periphrasis.",CANADIAN JOURNAL OF LINGUISTICS
10.1017/cnj.2016.11,Marion Caldecott,St’át'imcets intonation contours: a preliminary study*,2016,"Acoustic research on the prosody and intonation of Northwest Coast languages has until recently been under-researched. This paper joins the growing body of research on the subject and reports on the results of the first study of intonation in St’át'imcets (Lillooet Salish; Northern Interior Salish). It tests the generalization proposed by Davis (2007) that information structure is not correlated with prosody in Salish languages by comparing the intonation contours of declaratives and yes/no questions. Specifically, I ask two questions: is nuclear accent rightmost? And are yes/no questions associated with higher pitch, as predicted by the Universality of Intonational Meaning? Results are comparable to those reported for other Salish languages, namely Koch (2008, 2011) on Nɬeʔkepmxcín, Jacobs (2007) on Skwxwú7mesh and Benner (2004, 2006) and Leonard (2011) on SENĆOŦEN. Nuclear accent is associated with the rightmost stressed vowel, regardless of focus, and while no speaker signals yes/no questions with a final rise, each has higher pitch within typologically common parameters.",CANADIAN JOURNAL OF LINGUISTICS
10.1353/cjl.2016.0010,Dennis Ryan Storoshenko,The Shona reflexive as covert anaphora*,2016,"This paper presents an analysis of reflexives in Shona. Taking seriously the observation that the reflexive morpheme zvi- is homophonous with one of Shona's object markers, I argue that this homophony is not accidental. Rather, the morpheme that emerges in reflexive contexts is object marking triggered by a covert anaphor. The analysis rests on two planks: first, establishing that zvi- is the default agreement form in the language generally; and second, establishing that a covert anaphor may trigger such an agreement. In so doing, a treatment of object marking as the exponence of discourse-givenness is advanced. The analysis is compatible with treatments of object marking in Shona as either an agreement affix or a clitic. Theoretical issues related to default agreement, covert anaphors, and distinctions between discourse-givenness and topicality are also discussed, along with an alternative account treating zvi- as a valence-reducing derivational affix.",CANADIAN JOURNAL OF LINGUISTICS
10.1353/cjl.2016.0015,Hsiao-hung Iris Wu,The syntax of correlatives in Isbukun Bunun,2016,"This paper investigates the correlative construction in Isbukun Bunun, an Austronesian language spoken in Taiwan. I show that in this language the correlative clause and its associated anaphoric element do not form a constituent at any point in the derivation. Drawing on evidence from island-insensitivity, the absence of Condition C effects and non-constituency facts, I propose that the syntactic relation between the correlative clause and the nominal correlate is derived by a base-generated adjunction structure. Moreover, I argue that the correlative clause, which behaves as a generalized quantifier, binds the nominal correlate phrase in the matrix clause, which is construed as a bound variable. The proposed quantificational binding view is further shown to capture the types of correlate phrases allowed in Isbukun Bunun correlatives.",CANADIAN JOURNAL OF LINGUISTICS
10.1353/cjl.2016.0012,Christopher Spahr,Confronting the European Portuguese central vowel distinction,2016,"Stressed syllables in European Portuguese contrast seven oral vowels, /i, u, e, o, ε, ɔ, a/, which are reduced to a simpler four-vowel set in unstressed syllables. Although /a/ never undergoes any phonological neutralization through vowel reduction, it has a raised allophone [ɐ] which occurs in several environments",CANADIAN JOURNAL OF LINGUISTICS
10.1353/cjl.2016.0005,Davy Bigot,De la variation lexicale en franco-ontarien: les données du corpus de Casselman (Ontario),2016,"Notre étude traite de l'alternance des formes exprimant les notions de « véhicule automobile » et de « travail rémunéré » dans un corpus d'entrevues recueillies dans le village franco-ontarien de Casselman. Après avoir présenté les études antérieures portant sur la variation lexicale en français laurentien, nous exposons nos hypothèses, les principales caractéristiques de la communauté de Casselman, la méthodologie, puis nos résultats analysés à la lumière des recherches publiées jusqu’à maintenant. Notre objectif est de fournir des données provenant d'entrevues récentes, réalisées auprès d'adultes et d'adolescents franco-ontariens, afin de : 1) dégager les points de convergence et de divergence dans les pratiques linguistiques des Franco-Ontariens observés jusqu’à présent, 2) fournir des preuves supplémentaires appuyant la thèse de l'unité des variétés de français laurentien, et plus globalement, 3) illustrer à nouveau l'intérêt des études lexicales en linguistique variationniste.",CANADIAN JOURNAL OF LINGUISTICS
10.1353/cjl.2016.0007,Kathleen Currie Hall; Claire Allen; Tess Fairburn; Michael Fry; Michael McAuliffe; Kevin McMullin,Measuring perceived morphological relatedness,2016,"This paper provides a metric for determining whether a given pair of English words is perceived to be morphologically related, based on objective measurements of the words’ orthographic, phonetic, and semantic similarity to each other. The metric is developed on the basis of results from a behavioural study in which participants were asked to judge the relative similarity of pairs of words. The metric is intended to help researchers determine which forms in a language plausibly have segments that alternate; as an example, it is applied to the lexicon of English to illustrate its utility in calculating the frequency of alternation of [s] and [ʃ].",CANADIAN JOURNAL OF LINGUISTICS
10.1353/cjl.2016.0000,Jeffrey Punske,Cyclicity versus movement: English nominalization and syntactic approaches to morpho-phonological regularity,2016,"In this paper, I show that Embick's (2010) cyclic head approach to regular morphology alone cannot account for the freely available variations in the realization of nominalizers in English nominalizations involving overt verbalizers. Instead, I offer an account of the regularity effects using the technology of Local Dislocation (Embick and Noyer 2001, Embick and Marantz 2008, Embick 2007a, 2007b). Using this analysis, I derive both the variable nominalization patterns and the restrictions on particles and results in derived nominals from Sichel (2010). By treating regularity as the by-product of extant morphosyntatic operations, we can better explain the distribution of regular and irregular nominalizers and account for particle/result restrictions in English derived nominals.",CANADIAN JOURNAL OF LINGUISTICS
10.1017/S0008413100026219,Solveiga Armoskaite; Carrie Gillon,Introduction The (not so) universal D,2015,"This volume grew out of our research agenda, seeking to understand the structure and interpretation of bare nouns in three typologically and genetically unrelated articleless languages: Lithuanian, Inuktitut, and Innu-aimun. None of these languages has articles, and yet they are very different from one another with respect to the syntactic and semantic behaviour of their bare nouns (for Lithuanian, see Gillon and Armoskaite 2013, 2015; for Lithuanian and Innu-aimun, Gillon and Armoskaite 2012; for Inuktitut, Lithuanian and Innu-aimun, Gillon 2013, 2015). This variation forced us to question the universality of D, as well as the universality of the semantics of D.",CANADIAN JOURNAL OF LINGUISTICS
10.1353/cjl.2015.0029,Diana Guillemin,"Of nouns, and kinds, and properties, and why one D is null or not",2015,"This paper assumes that the basic denotation of nouns can be that of kind or property and that the determiner system of a language is a direct consequence of this cross-linguistic variation. An analysis of how definiteness and specificity are marked across three languages with different determiner systems, namely, English, French and Mauritian Creole (MC), provides evidence of the co-relation between noun denotation and determiner system. Languages with kind denoting nouns (English and MC) admit bare nominal arguments, which are barred in French, whose nouns denote properties. However, English and MC differ in that English has an overt definite article, which is a lacking in MC. This null element requires licensing by an overt specificity marker in some syntactic environments. The English and MC definite articles are analyzed as operators that quantify over sets of kind denoting nouns, and they serve a different function from the French definite article, which is specified for number and selects properties.",CANADIAN JOURNAL OF LINGUISTICS
10.1353/cjl.2015.0023,Ekaterina Lyutikova; Asya Pereltsvaig,The Tatar DP,2015,"In this paper, we reconsider whether article-less languages have the DP projection, focusing on Tatar. We argue that putative correlations between the presence/absence of articles in a language and various DP-external phenomena (e.g. Left-Branch Extraction, superiority effects, and others), discussed by Bošković and Şener (2014), inter alia, do not hold if a broader range of languages is considered more carefully. Instead, we show that certain correlations obtain between the internal structure, syntactic position, case marking, and interpretation of. noun phrases found in distinct structural environments: direct objects, possessors, and complements of the so-called attributivizers. Specifically, we demonstrate a contrast between two types of nominals: accusative direct objects, possessors in ezafe-3, and complements of certain attributivizers share properties that contrast them with unmarked direct objects, possessors in ezafe-2, and complements of other attributivizers. We argue that postulating the DP projection in the former but not the latter type of noun phrases allows us to account for these observed correlations in a unified way.",CANADIAN JOURNAL OF LINGUISTICS
10.1353/cjl.2015.0024,Kathleen Manlove,Evidence for a DP-projection in West Greenlandic Inuit,2015,"Evidence for a DP-projection in West Greenlandic Inuit Abstract The goal of this paper is to argue in favor of a DP-layer in West Greenlandic Inuit noun phrases and in doing so contribute to the argument that the absence of overt D-elements is not directly indicative of the absence of a DP-layer. Inuit is a polysynthetic, ergative language with no overt articles; for this reason it has been argued that a D-head is unnecessary. Others have argued contrastively that a functional projection KP (Case) is necessary (often assuming DP). This paper differs from both camps in the sense that it considers syntactic features specific to D. I present three primary arguments in support of a D-head in West Greenlandic: (i) the D-head acts as the locus of agreement features in possessive DPs, (ii) the D-head is the locus of the syntactic/semantic feature of definiteness; and (iii) a DP-layer is needed to provide a landing site for movement in DP-internal word order variations.",CANADIAN JOURNAL OF LINGUISTICS
10.1353/cjl.2015.0025,Ileana Paul; Key Cortes; Lareina Milambiling,Definiteness without D: The case of ang and ng in Tagalog,2015,"This paper considers the syntactic and semantic properties of two vocabulary items in Tagalog, ang and ng. It is shown that although ang and ng appear to encode definiteness (via familiarity), they are in fact unmarked for definiteness, being compatible with both familiar and novel readings. Crucial data from modification by weak quantifiers are presented in favour of this description. The default interpretation of ang and ng as familiar and novel, respectively, arises due to their syntactic position (subject versus object). Given that ang and ng mark case, it is argued that they are case markers in K° and not determiners.",CANADIAN JOURNAL OF LINGUISTICS
10.1353/cjl.2015.0026,Trang Phan; Eric T. Lander,Vietnamese and the NP/DP parameter,2015,"This paper investigates the place of Vietnamese in the binary NP/DP typology as formulated by Bošković (2005, 2008, 2009, 2010). Vietnamese patterns with NP languages when it comes to its lack of a genuine definite determiner, the presence of radical pro-drop, and its lack of number morphology, but it patterns with DP languages when it comes to the presence of TP, subject expletives, and subject-object extraction asymmetries. The mixed status of Vietnamese suggests that the difference between article and article-less languages might not be as straightforward or clearcut as Bošković claims. In fact, the way these properties pattern in Vietnamese reveals that there are at least three smaller parameters (nominal, clausal, and quantificational) at stake, not just the presence or absence of DP, and that these three are independently fixed as [-DP], [+TP], and [-movement], respectively. Also important is the fact that Vietnamese is a topic-prominent language.",CANADIAN JOURNAL OF LINGUISTICS
10.1353/cjl.2015.0027,Aida Talić,"Adverb extraction, specificity, and structural parallelism",2015,"This paper investigates adverb extraction out of traditional adjective phrases (TAPs) like “extremely expensive”, in a number of Slavic, Romance, and Germanic languages, and establishes two novel generalizations regarding such extraction out of predicative and attributive TAPs, also showing what the (un)availability of such extraction reveals about the structure of TAPs cross-linguistically and in different constructions in a single language. I argue that attributive TAPs are never bare APs in languages that use only one adjectival form attributively. Languages that use two adjectival forms in the attributive position allow adverb extraction out of predicative and attributive TAPs, which indicates that adverb extraction is possible only if a bare AP is used in this position. More generally, I argue that extended projections of different lexical categories tend to be uniform within a language with respect to how much structure they project.",CANADIAN JOURNAL OF LINGUISTICS
10.1017/S0008413100026062,Graham Ranger,Parameters for unexpected (and expected) meanings: Auxiliary do in affirmative contexts,2015,"The DO in “Subject DO Predicate” sentences is often associated with unexpected meaning, including contradictory uses in dialogue where DO functions as a sort of reassertive marker and in monologal contexts where a speaker short-circuits potential objections. Many instances of affirmative DO do not fit into this category, however. These involve quasi-exclamative use, non-polemical use in dialogue or gnomic confirmation. Often considered prototypical, contradictory DO represents only one possible configuration: other uses can be accounted for as paramétered variations of a single fundamental operation. Affirmative DO marks speaker endorsement. Values of affirmative DO — polemical, concessive, exclamative, etc. —are shown to result from the relation between various preconstructed subjective positions and the speaker’s own position.",CANADIAN JOURNAL OF LINGUISTICS
10.1017/S0008413100026074,Susan Moore; Olivier Polge,Interpreting the un-expected: Oral realization and translation,2015,"The study explores the expression of the unexpected by English adjectives and participles prefixed in un- in The Picture of Dorian Gray. The study compares their oral realizations and translations in connection with the various modes of construction of otherness, which can either be a dual opposition between the expected and effective values, with participles and some adjectives, or a gradient between the two values with adjectives. In the case of dual opposition, ungradable adjectives tend to be translated using positive adjectives and there is clear acoustic prominence on the prefix, as in the case of special focus. “Constructed negation” in translation is illustrated by sans + (aucun) NOUN or the suffix -able, and corresponds to greater duration of the prefix. In other cases, the base is acoustically prominent, but translation techniques vary, although four techniques account for 80% of the entries, even if translator styles differ considerably.",CANADIAN JOURNAL OF LINGUISTICS
10.1017/S0008413100026086,Yves Bardière,Discordance narrative et polyphonie énonciative: Analyse de quelques formes verbales de l’anglais,2015,"L’effet oppositionnel entre sens attendu et sens inattendu est ici examiné dans le cadre théorique de la psychosystématique guillaumienne, à travers l’étude des formes verbales de l’anglais. Deux types de situations interlocutives sont abordés. Le premier concerne la relation entre narrateur et lecteur et traite de l’écart opéré entre chronologie d’expérience et chronologie linéaire choisie par le narrateur. Le second met en présence des sujets parlants dans une situation d’énonciation et étudie l’écart entre sens attendu et sens obtenu dans les emplois modaux en discours rapporté. L’étude conclut à la distinction capitale qu’il convient d’opérer entre expérience et représentation. Les phénomènes de discordance narrative et de polyphonie énonciative dépendent ultimement de la manière dont la réalité phénoménale est représentée.",CANADIAN JOURNAL OF LINGUISTICS
10.1017/S0008413100026098,Pauline Serpault,There must be an explanation/There has to be an explanation: Tentative d’analyse énonciative du «semi-modal» have to,2015,"La dichotomie subjectif/objectif est traditionnellement mise à contribution pour éclairer les différences d’emploi de must et have to. Cette représentation, qui se heurte parfois à la réalité linguistique, ne semble cependant pas propre à rendre compte à elle seule de la spécificité de have to. Il s’agit dans ces pages d’exploiter, énoncés authentiques à l’appui, les outils de la Théorie des Opérations Énonciatives afin de dégager les opérations dont have to et must sont la trace. Les deux formes se trouvent ordonnées sur un même axe paradigmatique, have to supposant en quelque sorte un must préconstruit, en ce que les opérations marquées par ce modal sont présentées par have to comme acquises au moment d’énonciation. Cette réflexion permet en outre de comprendre les glissements sémantiques provoqués en contexte par l’exploitation de la configuration de base du marqueur, qui le font préférer à must dans certains cadres potentiellement polémiques.",CANADIAN JOURNAL OF LINGUISTICS
10.1017/S0008413100026104,Valérie Bourdier,Should après un adjectif de valuation: Un marqueur inattendu?,2015,"L’évolution du modal should s’est caractérisée par l’émergence progressive d’une interprétation non-déontique en construction hypotaxique. En effet, certaines constructions comportant should, du type It is surprising that he should say that, révèle un conflit sur une valeur construite ; celle-ci n’est alors plus repérée comme «effective» mais comme «fictive», et est considérée comme inattendue. Cette contribution se propose d’analyser le lien entre représentation attendue/inattendue et interaction de marqueurs hypotaxiques. L’examen d’exemples authentiques d’anglais contemporain révèle, en effet, la coexistence de plusieurs formes après la séquence It is + adjectif de valuation : constructions en for … to, propositions introduites par that (ou ∅) comportant should ou une forme assertée ou une base verbale. Il s’agit de montrer les différences de repérages entre ces formes et de rendre compte de l’apparition de l’une plutt que de l’autre en contexte.",CANADIAN JOURNAL OF LINGUISTICS
10.1017/S0008413100026116,Claude Guimier,Quitte à en français moderne: L’inattendu comme élément de pertinence argumentative,2015,"Cette contribution fait suite à un article paru dans Modèles Linguistiques, qui propose une analyse détaillée de la locution prépositive quitte à. Dans cet article, une hypothèse, basée sur l’observation des emplois de la locution et sur son origine, est proposée: dans une configuration du type P, quitte à Q, quitte à formate la proposition introduite comme une issue à un parcours. À ce titre, elle introduit le plus souvent une forme d’argumentation portant sur la mise en œuvre ou non d’un procès exprimé en P. D’autres emplois sont possibles, mais tous sont basés sur cette valeur invariante. Le présent article reprend ces différents emplois et tente de montrer que la locution comporte une valeur supplémentaire: elle construit une relation discordante, donc inattendue, entre P et Q. Mais cette discordance est contournée, Q constituant le plus souvent un argument en faveur de la validation de P.",CANADIAN JOURNAL OF LINGUISTICS
10.1017/S0008413100026128,Gilles Corminboeuf,Vous êtes dévot et vous vous emportez! L’effet d’attente déçue dans les constructions à valeur oppositive,2015,"L’étude porte sur des constructions à interprétation adversative du français, articulées par et, comme John a un doctorat en linguistique et il ne sait ni lire ni écrire. Dans un premier temps, on caractérise le concept d’attente trompée et on illustre l’effet de surprise qui en découle. Dans un second temps, on étudie les raisons qui président à l’ordonnancement contraint des énonciations. On verra qu’il s’agit d’une manœuvre rhétorique ordonnée, procédant en deux temps: d’abord l’ouverture d’une attente forte, puis le déni de cette attente. Cela montre que ce ne sont pas des constructions totalement symétriques. On verra également qu’il y a très peu d’asyndètes (John a un doctorat en linguistique, il ne sait ni lire ni écrire) — avec la même interprétation adversative: ce sont des constructions massivement connectées par et.",CANADIAN JOURNAL OF LINGUISTICS
10.1017/S0008413100000517,Raquel Mateo Mendaza,"Matching productivity indexes and diachronic evolution: The Old English affixes ful-, -isc, -cund, and -ful",2015,"This article measures the productivity index of the Old English suffixes -cund, -ful, and -isc as well as the prefix ful- and checks the results against the diachronic evolution of the affixes. The frameworks brought to the discussion include Type frequency measurement, as well as productivity indexes proposed by Baayen (1992, 1993, 2009) and Trips (2009). The sources are both textual (The Dictionary of Old English Corpus) and lexicographical (the lexical database of Old English Nerthus). The conclusion drawn is that Baayen's (1992, 1993, 2002) index of Global Productivity provides the most consistent results with the diachronic evolution of the affixes.",CANADIAN JOURNAL OF LINGUISTICS
10.1017/S0008413100000529,Athanasios Tsiamas; Gonia Jarema; Eva Kehayia; Gevorg Chilingaryan,Stress properties of Greek compounds: Psycholinguistic considerations,2015,"Theoretical accounts of Greek compounds argue for a close relation between their stress properties and their underlying structure. Compounds that preserve and receive stress at the same position as their second constituent are analyzed as stem-word constructions, while those that receive antepenultimate stress are viewed as belonging to the stem-stem category. Using an auditory lexical decision task, we examine the effect of stress change on the processing of compounds in the light of existing theoretical linguistic accounts. Although our experimental results do not reach statistical significance, we believe that they are informative of the cognitive status and role of stress in compound processing. Finally, they relate to existing theories of compounding in Greek and reflect the complex interaction of the psycholinguistic effects of stress and the structural properties of these constructions.",CANADIAN JOURNAL OF LINGUISTICS
10.1017/S0008413100000530,Chyan-An Arthur Wang,A microparametric analysis of apparent postverbal negation in Taiwanese Southern Min,2015,"This article investigates the postverbal negation construction in Taiwanese Southern Min. I propose that the construction is derived in a way similar to resultatives and that the postverbal negation bo and its affirmative counterpart u are particular kinds of aspectual elements in the resultative complement. Given this, the lack of (apparent) postverbal negation in the closely-related language Mandarin Chinese can be ascribed to the fact that Mandarin Chinese lacks this particular aspectual use of affirmative you and negative mei(you) and thus it fails to generate the structure under investigation. It is also shown that the proposed analysis is supported by cross-linguistic correlations among Chinese languages.",CANADIAN JOURNAL OF LINGUISTICS
10.1017/S0008413100000542,Marjoleine Sloos; Jeroen Van De Weijer,What can adult speech tell us about child language acquisition?,2015,"This contribution explores a methodological problem in language acquisition studies. Much research in language acquisition has shown that children use statistical learning as a strategy in the acquisition of their native language (Saffran et al. 1996 and many others). Frequency of occurrence is also believed to determine the order of acquisition of phonological structures in the construction of the grammar (Boersma and Levelt 2000, Levelt et al. 2000, van de Weijer and Sloos 2013). How do we obtain the relevant frequency information for acquisition studies?Ideally, we should take into account children's speech or child-directed speech (CDS), depending on the purposes of the investigation. Investigations into the construction of the lexicon and acquisition of the grammar depend on the input, the perception, and the lexical storage of the child, and therefore, frequency data on CDS seem most desirable.",CANADIAN JOURNAL OF LINGUISTICS
10.1017/S0008413100000384,Sarah Knee,Vowel devocalization in Northern East Cree,2014,"Derived clusters in Northern East (NE) Cree are traditionally assumed to result from the deletion of an intervening vowel. I propose, rather, that they arise from vowel devocalization, a process involving gradient vowel shortening or weakening. First, I demonstrate the compelling similarity between the process leading to derived clusters in NE Cree and vowel devocalization in non-Algonquian languages. Second, I show that consonants in NE Cree derived clusters display phonetic lengthening, one of the phonetic correlates accompanying vowel devocalization. I suggest that the gestures of these lengthened consonants overlap the vowel to the point that it is not perceived",CANADIAN JOURNAL OF LINGUISTICS
10.1017/S0008413100000396,Marta Ruda,Missing objects in special registers: The syntax of null objects in English,2014,"Even though null definite objects are usually ungrammatical in English, they are widely used in certain special registers. This paper investigates object drop in the recipe and, to a lesser extent, match broadcasting registers in English, contributing an analysis of a substantial set of naturally occuring data, hence making it possible to verify observations from previous syntactic studies of the phenomenon, which were based on a restricted array of isolated sentences. Having shown that the data support the assumption that the unrealised object is syntactically active, I propose a novel analysis of missing objects in special registers, guided by recent developments in the generative linguistic theory. Null realisation of the object is considered as an issue of externalisation and intralinguistic variation is attributed to the rules operating at the SM interface which make it possible to extend the application of copy deletion, as assumed within the copy theory of movement",CANADIAN JOURNAL OF LINGUISTICS
10.1017/S0008413100000402,Els Tobback,À chacun son tour: analyse comparative des styles conversationnels des néerlandophones et des francophones de Belgique dans des débats télévisés,2014,"Cet article propose une analyse comparée des styles conversationnels des néerlandophones et des francophones de Belgique tels qu'ils se présentent dans déux debats télévisés comparables diffusés sur les deux chaînes de télévision publiques beiges (l'une néerlandophone, l'autre francophone). L'étude des marqueurs discursifs fonctionnant comme «ouvreurs» ainsi que I'étude de la gestion des tours de parole, et notamment des chevauchements, font apparaître un style plus pondéré pour les néerlandophones et aussi plus hésitant et plus consensuel que le style francophone, les données pour le français confirmant ainsi ce qui a déjà été observé pour le style conversationnel des locuteurs franàais (de France).",CANADIAN JOURNAL OF LINGUISTICS
10.1017/S0008413100000414,Diane Massam; Erin Grant,"Given two be’s, how do they Agree?",2014,"This squib contributes to the literature on intrusive-be constructions in English, examples of which appear in (1). Notably, there are two main sub-types, commonly referred to as double-be (la) and single-be (lb) constructions, which together have been termed intrusive-be constructions (Massam 2013). In this squib, we focus on double-be constructions, in which two instances of be (bel and be2) appear adjacent to each other as in (la), and we examine the tense and agreement forms that be can take in such constructions.",CANADIAN JOURNAL OF LINGUISTICS
10.1017/S0008413100000220,Gregory Furmaniak,When take means require: A study of extraposed and impersonal constructions with take,2014,The aim of this corpus-based study is to offer a syntactic and semantic characterization of sentences whose formal realization can be schematized as it + take + NP + (NP) + to-VP. The examination of the data suggests that this linear structure is shared by two distinct micro-constructions with different semantic properties: a construction with extraposition whose primary meaning is described in terms of consumption and an impersonal micro-construction which is analyzed as an anankastic construction expressing a necessary condition. It is shown that the apparently erratic grammatical behaviour of the string results from the existence in the hierarchical network of constructions of two different micro-constructions with similar formal realizations.,CANADIAN JOURNAL OF LINGUISTICS
10.1017/S0008413100000232,Laura Andreea Sterian,On the D-linked character of genitive interrogatives in Iraqi Arabic,2014,"This paper focuses on genitive interrogatives in Iraqi Arabic. I argue that these constructions are inherently D-linked (Discourse-Linked). Similarly to D-linked interrogatives, when genitive interrogatives appear in content questions in which both the resumptive strategy and the gap strategy are possible, the genitive interrogatives have a D-N structure when the gap strategy is employed and a D-φ-N structure when the resumptive strategy is employed. I then propose the following hypothesis: what defines D-linking is the presence of a domain restriction in the form of an overt noun.",CANADIAN JOURNAL OF LINGUISTICS
10.1017/S0008413100000244,Michael Barrie,Unaccusativity and the VP node in Cayuga,2014,"In this squib, I discuss the iterative marker in Cayuga (Northern Iroquoian) and how it helps us to understand VP structure and unaccusativity in that language. This discussion bears directly on the issue of configurationality and clausal structure (Hale 1983, Jelinek 1984, Baker 1996, Legate 2002). A fundamental question about discourse-configurational languages is whether they have a distinct VP node or a flat structure. I show that the iterative marker takes scope over objects but not over subjects, supporting the notion that a distinct VP node is present in this language. Furthermore, I show that the iterative marker also takes scope over the subjects of unaccusatives, thus distinguishing unaccusatives from unergatives.",CANADIAN JOURNAL OF LINGUISTICS
10.1017/S0008413100000256,Cassandra Chapman,Investigating clitic doubling in Laurentian French: An experimental approach,2014,"Clitic doubling (CD) is a syntactic construction characterized by a clitic in the inflectional domain doubling a Determiner Phrase (DP) in the canonical object position. CD has been argued to occur in several Romance languages including Spanish (Jaeggli 1982, Hurtado 1984, Suñer 1988, Uriagereka 1995, among many others) and Romanian (Dobrovie-Sorin 1990). This phenomenon has also been well documented in Modern Greek (Philippaki-Warburton et al. 2004, Anagnostopoulou 2006, Tsakali 2008). For example, consider the following direct object CD constructions from Modern Greek (la), Romanian (lb), and Spanish (lc). We see that the DP in object position (sister to V) is doubled by a matching clitic in the inflectional domain.",CANADIAN JOURNAL OF LINGUISTICS
10.1017/S0008413100000268,Yves Roberge; Nelleke Strik,Two types of wh-omission in first language acquisition,2014,"Omission of various components of a sentence is a common phenomenon in first language (LI) acquisition across different languages. Omission can affect arguments, such as subjects and objects, as well as functional elements, such as determiners and inflectional morphology (Borer and Rohrbacher 2002, Pérez-Leroux et al. 2008, among others).",CANADIAN JOURNAL OF LINGUISTICS
10.1017/S000841310000013X,Elke Laur,Evaluational reactions to spoken French and English in Montreal: Does mother tongue really matter?,2014,"Montreal became famous in socio-psychological and sociohnguistic circles half a century ago, when a group of researchers—Lambert, Hodgson, Gardner, and Fil-lenbaum — invented a new methodology to measure speech evaluations indirectly. They came up with an innovative technique, called matched guise, which allows researchers to access subjects’ reactions without asking for their opinions directly or doing extensive field work. In 2004, another matched guise study of the evaluational reactions of Montrealers added new aspects to the original methodological design in order to test some of its limits. The fundamental methodological difference was to include members of different language groups in a representative sample of the population of Montreal so that multivariate analysis could determine the extent to which belonging to a specific linguistic group could actually account for reactions to spoken language. This analysis reveals that some earlier interpretations should be realigned.",CANADIAN JOURNAL OF LINGUISTICS
10.1017/S0008413100000141, Marc Termote,L’utilisation dufrançais et de l’anglais dans l’espace privé et dans l’espace public montréalais: Une tentative de synthèse,2014,"This article’s main objective is to propose a synthesis of the large amount of data measuring the use of French and English in the Montreal region, and to analyse the main determinants of linguistic behaviour in Montreal’s private and public space. A brief discussion of the policy implications to be derived from the results of this analysis is also presented.",CANADIAN JOURNAL OF LINGUISTICS
10.1017/S0008413100000153,Charles Boberg,Ethnic divergence in Montreal English,2014,"This article reports on a study of ethnic variation in the phonetics of Montreal English. The speech of 93 native speakers of Montreal English from three ethnic groups, British-Irish, Italian and Jewish, was recorded and subjected to acoustic analysis. Several statistically significant differences among the ethnic groups were identified. The present paper undertakes an apparent-time analysis of these differences, to see whether they are getting smaller over time, as might be expected under the assumption that post-immigrant generations gradually assimilate to the linguistic and cultural patterns of their adopted homelands. While Jewish Montrealers show some signs of convergence with the British-origin standard, Italians — especially young Italian men—appear to be diverging from that model. It is suggested that the unusual persistence and even intensification of ethno-phonetic variation in English-speaking Montreal reflects both the residential and social self-segregation of its ethnic communities and the local dominance of French.",CANADIAN JOURNAL OF LINGUISTICS
10.1017/S0008413100000165,Hélène Blondeau; Michael Friesner,Manifestations phonétiques de la dynamique des attributions ethnolinguistiques à Montreal,2014,"Montrealers are often categorized into three distinct groups: Anglophones, Francophones, and Allophones. However, within these groups there are individuals whose trajectories are complex, as reflected, for example, in their linguistic practices. Our interest lies in the relationship between these complex practices and the ethnolin-guistic attributions of the speakers. We concentrate on two groups of Francophones: those from Spanish-speaking families who have been in Quebec for one or two generations and those from Francophone families who have frequent English-speaking contacts. After summarizing the results of a perception test, in which Francophones from Quebec were asked to identify the ethnolinguistic affiliation of speakers of various origins based on short clips of their French, we analyze the usage of sociopho-netic variables reflecting the influence of French, Spanish, or English. The analysis indicates that phonetic variation stems from speakers’ sociosymbolic orientation, as well as certain other sociodemographic factors linked to identity construction as it relates to ethnicity.",CANADIAN JOURNAL OF LINGUISTICS
10.1017/S0008413100000177,Wim Remysen,Les Québécois perçoivent-ils le français montréalais comme une variete topolectale distincte ? Résultats d’une analyse perceptuelle exploratoire,2014,"Given its status as the social, economic, and cultural center of Quebec, the metropolitan area of Montreal plays a rather important role with respect to the sociolinguistic dynamics of the province as a whole. For instance, certain changes that have affected Quebec French over time are believed to have appeared in Montreal before having spread to other regions of the province. Such a scenario entails that Quebeckers perceive certain linguistic features as being part of Montreal French — sometimes without even being aware of it — and that these dialect markers take on social values that are prone to their further diffusion. This article aims to look further into this hypothesis by presenting the results of an exploratory dialect identification task. The perceptual test is part of a research program whose scope is to study the distribution of nasal vowels in Montreal French in general and that of the nasal vowel /ã/ in particular.",CANADIAN JOURNAL OF LINGUISTICS
