doi,author,title,year,abstract,journal
10.32473/sal.v37i1.107299,Benson Oduor Ojwang,Encoding polar questions in Dholuo,2008,"Most languages have both content questions and polar questions (Dryer 2005a). Previous studies on Dholuo have considered content questions in detail (cf. Okoth 1997; Omondi 1982, 1993). However, research on the nature of polar questions in Dholuo remains inconclusive. Omondi (1993) identifies a few particles in polar interrogatives but does not offer the full range of possible pragmatic interpretations beyond the structural function of these words. Onyoyo (2001) also outlines some particles in interrogatives of Dholuo, but does not place them in context and simply states that such particles provide more meaning. In this paper, I present descriptive data to illustrate the semantic, syntactic and pragmatic properties of polar questions in Dholuo. The two main strategies considered here are interrogative uses of question particles and affixations to the verb.",STUDIES IN AFRICAN LINGUISTICS
10.32473/sal.v37i1.107300,Nashipu Julius Pepandze,A generative account of consonant alternations in Baba 1,2008,"This paper analyses and accounts for various patterns of alternations exhibited by consonants as they interact within morphemes in Baba I. Most of the alternations manifested by the consonantal segments of this language are in accordance with general phonological principles. Nevertheless, there are some apparently complex alternations that may not be sufficiently accounted for using simple phonetic logic, and that exhibits some typological novelties, which may be of some theoretical interest to specialists in the field. Moreover, the underlying consonant system of this language constitutes a typological curiosity rarely documented in the world's languages. The contrast between voiced and voiceless consonants is highly restricted, appearing only with labio-dental, but never alveolar sounds.",STUDIES IN AFRICAN LINGUISTICS
10.32473/sal.v19i3.107458,Torben Andersen,Downstep in Pari the tone system of a western Nilotic language,1988,"Pari, a Western Nilotic language, has a terraced-level tone system with total downstep. Although Pari could be analyzed as having three basic tone levels and automatic downstep, there is morphological evidence that it has two basic tone levels and non-automatic downstep. Furthermore, there is evidence that downstep is the manifestation of a floating high tone. Floating tones thus behave differently from tones of deleted vowels. In spite of many surface differences between Pari and Luo, a related language, a single tone change accounts for their underlying differences.",STUDIES IN AFRICAN LINGUISTICS
10.32473/sal.v19i3.107459,Jonathan Owens,Nominal relations in systemic dependency grammar,1988,"Traditionally dependency grammar recognizes heads and dependents as primitive elements [Tesniere 1959, Robinson 1970, Hudson 1984]. I have suggested [Owens 1984b, 1985a] that these notions are dispensable ones and in this paper support this point with data from nominal relations (NP relations) in Oromo. In the first part of this paper, I describe the basic theoretical model, and in the second I consider two phenomena that have often been assumed to require the recognition of the notion 'head' (e.g. Zwicky [1985], namely agreement and case marking. I argue that no such notion is needed to describe them.",STUDIES IN AFRICAN LINGUISTICS
10.32473/sal.v19i3.107460,Baye Yimam,Focus in Oromo,1988,"This paper attempts to describe focused structures in Dromo in light of the generative framework of Chomsky [1976, 1981, 1986] and Williams [1977]. The framework recognizes two levels of grammar: sentence and discourse. Focus is believed to be part of the latter.Three types of focus have been identified in relation to the four major syntactic categories of the language. In NP's the feature is realized as /-tu/, in VPs as /hin-/, and in PP's as /-da/. These elements are not part of the inflectional or derivational morphology of the language. Adjectives use prosodic or structural devices when focused. The structural device is clefting, which the other categories also employ in addition to the elements mentioned above.",STUDIES IN AFRICAN LINGUISTICS
10.32473/sal.v30i1.107364,Kent Rasmussen,A tonal split in bound argument pronouns in Il-keeknyokie Maa,2001,"This paper describes and accounts for the tonal split between bound argument prefixes of Il-Keekonyokie Maa verbs with (apparently) High and Low tone. Data with the tonal split are given, followed by an analysis showing that the apparent High tone must be lexically unspecified for these prefixes. This analysis is required because a lexical High prefix tone in certain verbs would cause downstep, where down step is not observed. Neutralization of the tone split is then considered, with the data presented and accounted for by an analysis for each of the two verb root classes. The conclusion discusses the need for the apparent word initial High tone to be spread from the stem tone.",STUDIES IN AFRICAN LINGUISTICS
10.32473/sal.v30i1.107360,Laura J. Downing,Ungeneralizable minimality in Ndebele,2001,"A body of work in Prosodic Morphology clearly establishes the importance of prosodic constituents like the foot as templates conditioning morpheme size. A striking finding of this research is that morphological footing is independent of metrical footing in many languages, as the footing required for particular morphological processes is often not identical to that required for phonological processes like stress assignment. However, recent OT research on Prosodic Morphology has made the opposite claim. Within this theory, the Generalized Template Hypothesis (GTH) proposes that no morpheme-particular templates defining minimal and maximal size are necessary. Instead, templates are always derivable from general principles of the grammar, like independently motivated metrical footing. This paper presents evidence from Ndebele showing that the GTH is too strong. In Ndebele, several different verb forms are subject to a minimality condition. In some cases, the minimality condition can be derived through independent metrical footing, as the GTH predicts. However, in several cases it cannot, showing that morpheme-particular size constraints are still a necessary part of the grammar.",STUDIES IN AFRICAN LINGUISTICS
10.32473/sal.v30i1.107362,Deo Ngonyani,Evidence for head raising in Kiswahili relative clauses,2001,"The author presents evidence from Kiswahili supporting a head-raising analysis recently proposed in Kayne (1994) and Bianchi (1999), in which the relative clause is generated as a complement of the determiner. Three kinds of evidence are presented: (1) selectional relations between demonstratives and some relative clauses; (2) quantified noun phrase-pronoun binding, in which the bound pronoun appears inside the head of the relative clause while its binder is located in the relative clause; and (3) relativization of objects comprising part of idiomatic expressions. The evidence supports both the head-raising hypothesis and the determiner complementation hypothesis.",STUDIES IN AFRICAN LINGUISTICS
10.32473/sal.v30i1.107363,David Odden,Tone shift and spread in Taita I,2001,"Numerous Bantu languages have processes of rightward shift or spread of H tone. Sometimes the process is quite simple: every H shifts once to the right (as in Cijita) or spreads once to the right (as in Kikerewe). The tonal system of Taita is more complex in that both shifting and spreading are found in the language. Furthermore, the extent of tone shift or spread is not just one syllable; sometimes, H tone can shift or spread by two syllables. An analysis of the tonal system of the Dembwa dialect of Taita is given here. It is argued that the facts of the language are best described in terms of two rules of rightward spreading and a third rule of tone delinking. The argument for analyzing the tone system in terms of three interacting rules rather than one unified rightward movement process resides in the fact that the environments for the three processes only overlap partially. On the theoretical front, these results support a general decomposition of the process of tone shift into tone spread interacting with tonal delinking, rather than including the operation of shift in the formal repertoire of primitive phonological operations.",STUDIES IN AFRICAN LINGUISTICS
10.32473/sal.v30i1.107361,Felix Abidemi Fabunmi,Notes on tense and aspect in the Ijesa dialect of Yoruba,2001,Notes on the Tense and Aspect in the Ij~Sa dialect of Yoruba.,STUDIES IN AFRICAN LINGUISTICS
10.32473/sal.v19i1.107467,David Odden,Floating tones and contour tones in Kenyang,1988,"Tonal alternations in the Bantu language Kenyang appear on first consideration to be rather complicated but yield to analysis into a small number of rules, which reveal interesting properties of floating tones, contour tones, and the tone-bearing unit in the language. This study focuses on the following problems. First, there is a phonetic contrast, found only at the end of the utterance, between the downgliding L of eket and the unreleased L of basemo. Unreleased L will be shown to derive from rising tone. Second, I argue that syllable final consonants may be tone-bearing, a claim supported by analysis of tone alternations resulting from postlexical resyllabification. Third, Kenyang uses floating L prefixes to form morphological verb tense distinctions. There is a behavioral contrast between the free L tone marking the progressive, which triggers downstep and blocks a spreading rule, versus the free L used in the recent past, which docks to the first root vowel, thereby causing the root tone to shift rightward. The analytic problem is to find a way to represent these two types of floating L. The distinction can be handled by assigning them to different levels of the lexical phonology, so that the shift-inducing L is added when verb roots are inserted, but the float-only L is added at a later stratum-. Finally, I show that the interaction between the two rules H Spreading and Fall Simplification provides evidence for the cyclic application of postlexical rules.",STUDIES IN AFRICAN LINGUISTICS
10.32473/sal.v19i1.107465,Donald G. Churma,Consonant gradation in Fula suffixes the ugly truth,1988,"In this paper, I will argue that Skousen's account of the differences between stems and suffixes requires substantial revision and elaboration. I will argue further that the complexities of the behavior of suffixes preclude the possibility of providing an insightful analysis in terms of auto segmental phonology/morphology (contra Lieber [1983, 1984], Marantz [n.d.]). Instead, the alternations found in suffix-initial consonants, like those in stem-initial consonants [Churma 1986b], require a fairly extensive use of morphophonological diacritics. Indeed, it would appear that an optimal account of gradation phenomena (or at least those that have been heavily grammaticized, such as in Fu1a and Celtic), will never crucially make use of autosegmental tier-separation and association (cf. Churma [1986b], Willis [1986]), although I will not be able to address this issue here.",STUDIES IN AFRICAN LINGUISTICS
10.32473/sal.v19i1.107468,Peter Unseth,Majang nominal plurals with comparative notes,1988,"This paper describes the complex Majang system of noun plural formation. Majang uses singulative suffixes, plural suffixes, and suppletive plural stems to mark number on nouns. Majang is seen to exemplify in many ways the *N/*K pattern of singular and plural marking as described by Bryan [1968] for many Nilo-Saharan languages. Tiersma's [1982] theory of ""Local Markedness"" is shown to provide an explanation for singulative marking on some nouns in Majang and other Surma languages. A comparison of Majang noun plurals with plural forms in other Surma languages allows the reconstruction of some number marking for Proto-Surma.",STUDIES IN AFRICAN LINGUISTICS
10.32473/sal.v19i1.107466,Omen N. Maduka,Size and shape ideophones in Nembe a phonosemantic analysis.pdf,1988,"In Nembe, ideophones, as in symbolic words in all languages in general, there is direct connection between sounds and the meanings they convey. For Nembe ideophones describing the fields of size and shape. there are peculiar strategies for accomplishing this connection. For size', medial alveolars as well as vowels in the narrow set are used for smallness, while medial velars and vowels in the wide set are used for largeness. For shape, on the other hand, consonant and vowel melodies are used rather than single phonic units. A sequence of three different consonants invariably refers to crooked shape while a sequence of three consonants ending in two identical liquids refers to straight shape, etc. However, this whole neat pattern is complicated 'by the existence of hierarchies of phonosemantic suggestiveness whereby certain phonosemantic units displace others away from their legitimate values, leading to both the ability of otherwise opposing psychomorphs to get into construction and the ability of simultaneous multiple field representation by ideophones.",STUDIES IN AFRICAN LINGUISTICS
10.32473/sal.v20i3.107445,Paul Newman; Philip J. Jaggar,LTR a response to Schuh,1989,"Some twenty years ago Leben proposed that Hausa had a productive, essentially exceptionless P rule (""L TR"") to the effect that any word fmal L L sequence automatically changed to L H if the final vowel of the word was long. Since that time, L TR has become accepted as a phonological rule of Hausa alongside such well-established rules as vowel shortening in closed syllables or palatalization of coronal consonants before front vowels. The aim of our paper was to demonstrate that there are in fact far too many counterexamples to the L TR rule to continue to accept it as a fully active synchronic rule in Hausa.",STUDIES IN AFRICAN LINGUISTICS
10.32473/sal.v20i3.107448,Russell G. Schuh,The reality of Hausa low tone raising a response,1989,"Paul Newman and Philip Jaggar in an article in this issue of Studies in African Linguistics argue that a rule of Low Tone Raising (L TR), proposed in Leben [1971] is not a synchronic rule in Hausa. This rule, as originally fonnulated in Leben [1971], raises a final low tone (L) of a word if the syllable bearing the L (1) follows a L and (2) has a long vowel. I agree with them that L TR is not a rule; indeed, contrary to their assumption (first paragraph of §2), I would claim that it never has been a rule. The question which I wish to raise is whether there is any synchronic (and/or historical) reality to the phenomenon which originally attracted Leben's attention.",STUDIES IN AFRICAN LINGUISTICS
10.32473/sal.v20i3.107444,Paul Newman; Philip J. Jaggar,Low tone raising in Hausa a critical assessment,1989,"Low tone raising (LTR) refers to a phonological rule postulated for Hausa by Leben [1971], whereby word-final Low-Low sequences change to Low-High if the final vowel is long. In the first part of the paper, we show that counterexamples to the rule are considerably more numerous and more varied than previously thought. In the second part, we demonstrate that the morphotonemic alternations that served to justify LTR can all be explained by other, better means. We conclude that LTR does not constitute an active, synchronically functioning tone rule in Hausa.",STUDIES IN AFRICAN LINGUISTICS
10.32473/sal.v20i3.107442,Donald A. Burquest,A note on Hausa plurals,1989,"In their presentation of three-dimensional phonology, Halle and Vergnaud [1980, 1981] propose that Hausa singular nouns are morphologically complex like the plural forms, composed of a stem plus a singular suffix. This paper argues that this analysis is incorrect, but that the proposal that singular nouns are morphologically complex is not necessary to demonstrate the usefulness of an autosegmental analysis. Among the arguments presented is a claim that palatalization of coronal obstruents in Hausa is a cyclic rule, but one applying only to derived words, not stems. It is further demonstrated that Hausa makes use of rules which in parallel fashion delete syllable nuclei occurring directly preceding syllable nuclei, and syllable appendices occurring directly preceding syllable appendices. Thus, the two approaches of autosegmental phonology and lexical phonology work together to account for the facts of the Hausa nominal forms in question.",STUDIES IN AFRICAN LINGUISTICS
10.32473/sal.v20i3.107446,Thomas O. Omoruyi,Focus and question formation in Edo,1989,"The purpose of this study is to investigate the relations that hold between sentence constituents in focus constructions and the derivation of questions which involve focussing. We observe that word-order change plays a fundamental part in focussing as the elements in focus are moved to a sentence-initial position. As a result, these elements which are spoken about. questioned, or negated are made explicit. We examine the syntactic operations which occur when subject nouns. direct and indirect object nouns. genitival constructions. beneficiaries. locations. instruments and manner are focalized. Finally. we examine the derivational processes for polar and non-polar quesitons and the role focussing plays in eliciting appropriate responses from the hearers.",STUDIES IN AFRICAN LINGUISTICS
10.32473/sal.v20i3.107441,Matt. Osayaba Aikhionbare,Defining the domain of nasality in Edo,1989,"In Aikhionbare [1986], it is demonstrated that nasality spread in Edo is most evident in alternations between verb stems and their suffixes. In other words, nasality spreads beyond the segment (across morpeme boundaries). This paper seeks to establish whether or not nasality spreads beyond the verb stem and its suffixes onto an object NP. Having defmed the domain of nasality spread, evidence for the autosegmental status of nasality in Edo is advanced. Finally, a brief autosegmental analysis of the facts of nasality in the language is attempted in line with evidence from Guarani [Lunt 1973], Gokana [Hyman 1982], Ogberia [Chumbow 1986], and Igbo [Ihionu 1986].",STUDIES IN AFRICAN LINGUISTICS
10.32473/sal.v20i3.107447,Victor Edosa Omozuwa,Speech tempo consonant deletion,1989,"Speech tempo, vowel contraction/elision, and consonant deletion are common phonetic features of the Edo language spoken in Oredo, Orhionmwo, and Ovia Local Government Areas of Bendel State, Nigeria. Vowel contraction/elision in rapid speech usually occurs in word boundaries in larger constructions and often results in tonal modifications of such utterances. This paper focuses on speech tempo as it affects consonant deletion in Edo nouns. Two speech tempos, slow and rapid, will be used in explaining the presence or absence of consonant deletion in the language. Consonant deletion in rapid speech occurs exclusively in nouns. The tonal melody, the number of syllables, and the meanings of such nouns are not affected by consonant deletion. Consonant deletion in Edo nouns follows a regular pattern depending on the articulatory properties of the consonants in a given sequence.",STUDIES IN AFRICAN LINGUISTICS
10.32473/sal.v20i3.107443,G. Herault,A propos de l'harmonie vocalique en ɔkpɛ,1989,"Inspiree par l'article de Pulleyblank [1986] paru dans Studies in African Linguistics, l'etude presentee ici tente d'integrer les faits d'hannonie A TR dans une conception ou les evenements phonologiques resultent de l'interaction d'un nombre limite de principes universels et de choix parametriques individuellement determines pour chaque langue. Dans cene perspective, on montrera que des faits tels que l'absence, pour s, de partenaire a la fois ouvert et [+ATR], ou la formation ou non de diphtongues legeres lors de l'adjonction de suffixes vocaliques deviennent previsibles si on les integre dans une theorie qui tienne compte du ""channe"" des segments concernes et des gouvemements caracteristiques du plan structurel qui les regit L'enjeu n'est pas negligeable: il s'agit, a terme, d'expliquer sans recourir a des ""regles"".",STUDIES IN AFRICAN LINGUISTICS
10.32473/sal.v39i2.107283,Ọládiípọ̀ Ajiboye,Plural strategies in Yoruba,2010,"This paper accounts for the strategies that Yorùbá adopts to mark plural. One way in which plural is marked syntactically is by certain plural words. The plural word can either interpret the noun as plural directly as in the case of àwọn and quantifying words such as púpọ̀ ‘many’ and méjì ‘two’; or it can be realized on a primitive adjective (in the form of COPY) or on a demonstrative (in the form of wọ̀n-). Such elements in turn make available the plural interpretation of the noun they modify. The paper proposes that these plural words possess a covert or an overt [PLURAL] feature, which percolates onto the NP. This analysis of plural marking predicts that there are two ways by which languages may (overtly) mark their nouns for plural cross-linguistically. Languages like Yorùbá, which do not show agreement, mark plural syntactically and make use of a plural feature percolation mechanism, while languages like English, which show agreement, mark plural morphologically and use a plural feature-matching mechanism. It further demonstrates that in Yorùbá, an NP can be freely interpreted as singular or plural in specific discourse context and proposes a general number analysis to account for this type of case. As to the syntax of these plural words, It is proposed that like other non-morphological plural marking languages (e.g., Halkomelem (British Columbia, Canada) as in Wiltschko 2008), Yorùbá plural words are adjuncts that are adjoined to the host head (noun or modifier/demonstrative).",STUDIES IN AFRICAN LINGUISTICS
10.32473/sal.v39i2.107284,Christopher R. Green; Ashley W. Farris-Trimble,Voice contrast and culumative faithfulness in Luwanga nouns,2010,"Luwanga has a seemingly allophonic surface distribution of voiced and voiceless obstruents. This commonplace distribution typically requires the proposition that segments are specified as either [±voice] underlyingly, with their counterparts derived via phonological rule. Drawing evidence from consonant alternations in Class 9/10 nouns and their derivatives, obstruents contrast for [voice], at least in stem-initial position. Elsewhere, voice is non-contrastive. The outcome of this alternation, although transparent, cannot be captured in a standard constraint-based optimality theoretic framework and instead requires machinery employed to address surface opacity. This paper illustrates that the result of competing pressures to remain faithful to the underlying segmental structure, as well as to a consonant’s specification for [voice], is the seemingly transparent but analytically opaque retention of marked structure. We illustrate that this type of cumulative faithfulness is best addressed via one of two evaluative mechanisms capable of capturing additive effects, namely Local Constraint Conjunction and Harmonic Grammar.",STUDIES IN AFRICAN LINGUISTICS
10.32473/sal.v43i2.107264,Michael Ahland,Subject marking interrupted: Perturbations from the development of Northern Mao’s future tense suffix,2014,"Northern Mao, an Omotic-Mao language of Ethiopia, exhibits three partially overlapping but distinct subject-marking paradigms in its verbal system: subject prefixes on realis verbs which correspond closely to free pronouns, subject suffixes on irrealis negative non-future verbs which exhibit regular changes from the realis prefixes, and a third, more divergent, subject suffix system on irrealis future verbs which exhibits an [m] form not attested as a person marker elsewhere in the language or extended family. It is argued (from internal evidence) that the irrealis future verbs developed from a periphrastic subordinate + final verb complexes and that the intrusive [m] was, at an earlier stage, part of a subordinating morpheme.",STUDIES IN AFRICAN LINGUISTICS
10.32473/sal.v43i2.107266,Michael R. Marlo,Exceptional patterns of object marking in Bantu,2014,"This article discusses three main phenomena in the morpho-syntax and morpho-phonology of Bantu languages in which the 1SG object prefix (OP) and/or the reflexive, display anomalous properties compared to other OPs. (i) The 1SG OP and the reflexive commonly have unique combinatorial properties with additional OPs. (ii) The 1SG OP (or, rarely, the reflexive as well) triggers different patterns of final vowel (FV) allo-morphy in the imperative. (iii) The 1SG OP but usually not the reflexive behave different-ly in reduplication. Each of these phenomena is the subject of a micro-typological survey within Bantu, the results of which support the conclusion that morpho-syntactic and mor-pho-phonological factors are responsible for the full range of anomalous patterns of the 1SG OP and reflexive across Bantu. The exceptional abilities of the 1SG OP and reflexive OP to combine with an extra OP and to trigger a different pattern of FV allomorphy in the imperative are the result of a distinct, lower structural position of the 1SG and reflex-ive prefixes compared to other OPs, but the overcopying of the 1SG OP in reduplication has a phonological basis.",STUDIES IN AFRICAN LINGUISTICS
10.32473/sal.v43i2.107265,Steve Nicolle,Discourse functions of demonstratives in Eastern Bantu narrative texts,2014,"Demonstratives are an important feature of many eastern Bantu narrative texts. In addition to a basic tracking use, in which demonstratives are used to refer to different participants in a narrative, at least four additional functions can be identified: specifying the activation status (activated vs. reactivated) of major participants; distinguishing participants with agent semantic roles from those with non-agent semantic roles; distinguishing different kinds of participants and different episodes; and marking key thematic developments. These functions are described for 10 eastern Bantu languages based on analyses of original (i.e. non-translated) narrative texts.",STUDIES IN AFRICAN LINGUISTICS
10.32473/sal.v35i2.107307,Robert Botne,Motion time and tense on the grammaticalization of come and go to future markers in Bantu,2006,"Many Bantu languages have grammaticized one or both types of motion verb -COME and GO - as future markers. However, they may differ in the semantics of future temporal reference, in some cases referring to a ""near"" future, in others to a ""remote"" future. This paper explores how the underlying image-schemas of such verbs in several languages - Bamileke-Dschang, Bamun, and Lamnso' (Grass fields Bantu), Duala, Chimwera, Chindali, Kihunde, and Zulu (Narrow Bantu) - contribute to how the verbs become grammaticized in relation to the dual construals of linguistic time: ego-moving vs. moving-event.",STUDIES IN AFRICAN LINGUISTICS
10.32473/sal.v35i2.107308,Joyce T. Mathangwane; E. Kweku Osam,Grammatical relations in Ikalanga,2006,"Although facts about grammatical relations in many Bantu languages have been established since the early 1970s, there are still languages in this family which have not benefited from such studies. One of these is Ikalanga, spoken in Botswana and Zimbabwe. This paper examines the core grammatical relations of Ikalanga, exploring its typological status in terms of double object constructions. In prototypical ditransitive constructions, the Recipient NP has all of the properties of Direct Object, whereas the Theme NP has only some of those features. The conclusion is that Ikalanga is an intermediate language if object symmetricity is scalar. However, it is shown that in marked applicative constructions where the Benefactive is non-human and the Theme is human, there is reason to argue for 'split direct-objecthood', reflecting the impact of animacy in the assignment of direct objecthood.",STUDIES IN AFRICAN LINGUISTICS
10.32473/sal.v35i2.107309,Ronald P. Schaefer; Francis O. Egbokhare,On Emai VBI phrases,2006,"We examine the distribution of Emai prepositional phrases and their NP complements relative to intransitive verbs. In canonical order constructions, vbi phrases follow a matrix verb as optional or obligatory constituents, or they follow the verb za in series before another matrix verb. In non-canonical order constructions, focused NP complements give rise to the verb za in series with only a subclass of intransitive verbs. Through lexical entry formats, we relate these distributional facts to distinct semantic roles and specific grammatical relations. Some vbi phrases show a complement relation for source and goal, but remaining phrases reflect inner locative complements or outer locative adjuncts, the latter signaled in focus constructions by za. We also comment on vbi prohibition outside the verb phrase and on its relationship to construal of affected object.",STUDIES IN AFRICAN LINGUISTICS
10.32473/sal.v42i2.107270,Lee S. Bickmore; Nancy S. Kula,Ternary spreading and the OCP in Copperbelt Bemba,2013,"Bemba tonology has been described with respect to two prominent claims: H tone local spreading is binary, and is blocked by the OCP. These claims are based on Bemba, as spoken in Northern Zambia. This paper examines these two claims with respect to contemporary Bemba as it is spoken today in the Copperbelt province of Zambia. This paper shows that in Copperbelt Bemba (CB), these two aspects of H tone spreading are markedly different. In CB, local spreading is ternary, not binary, and a H will undergo binary spreading even if it causes an OCP violation. Ternary spread will be shown to follow from two rules: High Tone Doubling and Secondary High Doubling motivated by different constraints within CB tonology. In addition to documenting and describing the behavior of high tone in CB, a comparison to other cases of ternary spreading is also made.",STUDIES IN AFRICAN LINGUISTICS
10.32473/sal.v42i2.107271,Ruth Brillman,Second person agreement allomorphy in Masarak,2013,"Masarak (also known as Masalit, sometimes spelled Massaleit), an endangered Nilo-Saharan language spoken in Darfur, is characterized by complex agreement patterns, particularly in the second person. This article outlines Masarak agreement patterns in the declarative, imperative and prohibitive verb forms, paying particular attention to second singular declarative allomorphy. In addition, this article describes a series of verb root-form alternations. Understanding these alternations is necessary in understanding the interpretation of different declarative, imperative and prohibitive verb forms.",STUDIES IN AFRICAN LINGUISTICS
10.32473/sal.v42i2.107272,Samuel Alhassan Issah,The Function of the Post Verbal la in Dagbani,2013,"This paper investigates the function(s) of the post verbal particle la in Dagbani, a Gur language spoken in Northern Ghana. I contend that the particle marks neither imperfective aspect nor contrastive focus on NP objects and adjuncts, as suggested by earlier researchers. Here, I refine the existing analyses and put forth an alternative proposal in which the particle la marks presentational focus. I suggest that la could mark presentational focus on NP complements, adjuncts or the entire VP. I demonstrate that full NPs follow la, while object pronouns precede it, suggesting that object pronouns either undergo object shift or are syntactically bound to the verb. I also discuss ka and n, which have been proposed to have functions similar to la. More information on the interaction of these elements will be relevant for the understanding of the latter’s function. I further show that there is co-occurrence restrictions between ka/n and post verbal la, as has been claimed by earlier research. I show that although we can have la that co-occurs with the focus markers ka/n, that la is probably a deictic discourse particle and not the presentational focus marker. I propose that when the deictic la co-occurs with ka/n, it appears only clause finally. I conclude that the use or non-use of the post verbal la is due to discourse-pragmatic considerations.",STUDIES IN AFRICAN LINGUISTICS
10.32473/sal.v23i2.107415,Bernard Tranel,Tone Sandhi and vowel deletion in Margi,1993,"Within the theoretical framework of nonlinear phonology, this paper proposes an account of tone sandhi and vowel deletion in Margi, a Chadic language spoken in Northern Nigeria. The database is Hoffman's Grammar of the Margi Language. Language-specific tonal processes in Margi are shown to originate in tone trapping, i.e., the impossibility for a tone to anchor to a skeletal slot by a universal mechanism. The paper identifies the circumstances leading to tone trapping (e.g., Vowel Elision) and formalizes the various tone-rescue processes available both word-internally and across words. Whereas trapped high tones are always saved (either taking over low-tone vowel positions or giving rise to contour tones), trapped low tones may remain trapped throughout a derivation and thus receive no phonetic realization (by universal convention).",STUDIES IN AFRICAN LINGUISTICS
10.32473/sal.v23i2.107414,Scott Myers,"Epenthesis, mutation, and structure preservation in the Shona causative",1993,"In Shona (Bantu: Zimbabwe), the causative fonn of a verb is fonned in one of two ways: either with the suffix -is-/-es- or by changing the root final consonant to a corresponding coronal continuant. The author argues for an analysis in which both fonns are derived from a common underlying suffix /sl. The suffixal fonn is the result of an independently motivated process of epenthesis. The mutation, on the other hand, comes about by fusion of the /s/ with the preceding consonant. This fusion leads in some cases to feature combinations disallowed in Shona. The effects of mutation in these cases can be captured exploiting an active version of Kiparsky's Structure Preservation in tenns of ""persistent rules"".",STUDIES IN AFRICAN LINGUISTICS
10.32473/sal.v35i1.107310,Boniface Kawasha,The structure of complement clauses in Lunda,2006,"This paper provides a functional and descriptive study of complement clauses in Lunda, a language spoken in Zambia. While the structure of infinitival complement clauses is analogous to that found in many languages, other types of complement clauses present unique morpho syntactic features. Some dependent constructions are introduced by complementizers which agree in person and number with the subject of the main clause. These complementizers derive from personal possessive pronouns rather than from the verb of saying, as is the case in some Bantu languages, and they have other functions besides introducing embedded clauses. Other clauses disallow complementizers and the verb shows no temporal reference, coding either the perfect or progressive aspect. The interpretation of time in such clauses is dependent on that of the main clause.",STUDIES IN AFRICAN LINGUISTICS
10.32473/sal.v35i1.107311,David Odden,Topics in Taita tone II,2006,"This paper describes aspects of tone in the Mbololo dialect of Taita, compariing it to the Dembwa dialect described in Odden (2001). A salient feature of tone in the language is a covert lexical distinction between words with final H versus those with no final tone. Phrasal tone alternations provide ample evidence allowing the recovery of this underlying distinction. The language also has a process of rightward H tone shift, also found in languages such as lita and Dembwa Taita. In contrast to Dembwa Taita, where language-internal evidence clearly indicates that surface shift is the result of general spreading and restricted de linking, the patterns of spread and delinking in Mbololo Taita are perfectly matched, so that there is no synchronic evidence for a two-step account of tone shift.",STUDIES IN AFRICAN LINGUISTICS
10.32473/sal.v35i1.107312,Mary Paster,Aspects of Maay phonology and morphology,2006,"This paper presents a descriptive overview of the phonology and morphology of the Lower Jubba dialect of Maay, a language of southern Somalia. The paper highlights several points of typological, dialectological, and theoretical interest in this language. For example, the nominal morphology exhibits a somewhat unusual pattern of plural marking that interacts in a complex way with the gender marking system. Where relevant, comparisons are made between this dialect and other dialects of Maay and Somali, and speculation is made as to the historical origin of some of the unusual phonological and morphological phenomena observed in this dialect.",STUDIES IN AFRICAN LINGUISTICS
10.32473/sal.v23i3.107413,Jay A. Nash,Underlying low tones in Ruwund,1994,"In this paper the author examines data from Ruwund, a language with surface tone patterns often the reverse of those reconstructed for ProtoBantu, and proposes that, whereas most contemporary Bantu languages are believed to have tonal systems based on an underlying high/toneless contrast, Ruwund is based on a low/toneless contrast. Rules of tone spread and deletion apply to low tones rather than high tones, and the ""default low insertion"" rule of other languages is replaced in Ruwund by a rule adding default high tones. This finding is theoretically significant in that it contradicts Pulleyblank's [1986] proposal that ""low"" is always the default value in a two-tone language.",STUDIES IN AFRICAN LINGUISTICS
10.32473/sal.v23i3.107412,Fiona McLaughlin,Consonant mutation in Seereer-Siin,1994,"This study presents a description and analysis of stem-initial consonant mutation within the nominal system of Seereer-Siin, a West Atlantic language closely related to Fula. Two distinct mutation patterns are isolated. The first consists of a voiced stop--voiceless stop--prenasalized stop set of alternations, while the second is a Fula-like pattern consisting of continuant-stop-pre nasalized stop alternations. Consonant mutation is shown to be the result of the prefixation of a class marker that contains a floating autosegment which associates to an underspecified stem-initial consonant. Both mutation patterns occur in the same morphological environments, thereby presenting a potential problem for an auto segmental analysis: e.g., How can we account for the occurrence of continuants and voiced stops in the same environment? By positing different underlying forms for each of the mutation patterns we show how consonant mutation in Seereer is quite complex but also more regular than previously thought.",STUDIES IN AFRICAN LINGUISTICS
10.32473/sal.v23i3.107411,Cristopher Culy; Kungarma Kodio,Dogon pronominal systems their nature and evolution,1994,"The Dogon language family has received little attention in the linguistics literature to date. In this paper we examine the binding properties of the pronominal systems of three Dogon languages, Donno S:&gt;, T:&gt;r:&gt; S:&gt;, and Togo Ka. We also posit the pronominal system of their common ancestor, and the changes from the common ancestor to the contemporary languages. In doing so, we find two ways in which languages can lose logophoricity: (1) the logophoric pronoun becomes a subject oriented reflexive, and (2) the logophoric pronoun is lost without any reflex. The Dogon languages thus give us insight into the nature of pronominal systems and how they evolve.",STUDIES IN AFRICAN LINGUISTICS
